Product Name,Description,Image Link,Price,Rating,Store
REALME NOTE 80 RAM 4+8GB/64GB 4+8GB/128GB GARANSI RESMI - SMARTPHONE/PONSEL,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/6bbbd3f7a24b4a32b96c984762d4a68b~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=wnw7gIrDJ9T6X5uKDXU4Mx80S%2FY%3D&x-signature-webp=u789egia0tWww%2BbowPsyA5n7PCM%3D,Rp1.769.000,4.9,Mahkota Accessories
realme Note 70 4GB+8GB*|64GB | Titan Battery 6300mAh | Shock Resistance Military Grade | Ultra Slim Design,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/f1928dfa60b042f590055b2186d38d2a~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=oM9nLN4EaXN%2F%2BhY1GV5h97Eap%2FM%3D&x-signature-webp=3UtVaaQjTtv%2FGgIddywCP2G36uQ%3D,Rp1.799.000,4.9,realme Official Indonesia
"Handphone nubia A36 ROM 64GB RAM 12GB (4+8GB) Smartphone Kamera AI 13MP Layar 6.75"" 90Hz, Baterai 5000mAh Fast Charging",,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/f0b63e7b579b4f99a6cdf3530e01e39d~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=ZjDZMaLOGzu9FwvecnEH4NSYCPw%3D&x-signature-webp=Kwr%2F6l56rgp8EyD5Pvx0IdGhRhQ%3D,Rp1.949.000,4.9,nubia Indonesia
realme note 70 4GB+64GB | 6300mAh Massive Battery | Unisoc T72 I P54 Dust & Water Resistance,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/6c1f129b8f574ad69f46f700c85ee941~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=kdvS%2FTPtUF1pfVNReB2wvN5wxng%3D&x-signature-webp=Z%2Fg8Gc1tZNxEgeOBuTCTQyRtjgA%3D,Rp1.799.000,4.9,iDREAMTECH
[New Launch] Infinix Smart 20 4/128GB - Up to 8GB Extended RAM - Mediatek Helio G81 - 6.78” - 8MP - 5200 mAh - IP64,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/85bd66f9ba7a4014a8fbc7266d7f9d43~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=x7ePl55719OcdVPlg1g1kwKKBDQ%3D&x-signature-webp=ZoxwfkHL7vpJRzKakrXRPCMkmzw%3D,Rp1.899.000,4.9,Modern Selular
"ADVAN X1 Mediatek Helio G100 8GB+8GB/128GB Layar 6.78"" FHD+ Refresh Rate 120Hz Kamera 64MP Baterai 5000mAh Fast Charging Android 14 Smartphone Gaming Chipset Handphone",,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/1a365985793b496c851dbef005edc640~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=dGC62A4L178Fvwya861PcP2Ah%2BA%3D&x-signature-webp=5CVrKDRoNv8gZehk05lg5GU3tco%3D,Rp2.019.000,4.9,ADVAN OFFICIAL_NEW
Xiaomi Redmi 5 Plus RAM 4/64 Garansi Distributor 1 Tahun,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/3/20/10160037-440e-4853-a7f8-e8a2aa627cf9.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=JPR4OjyQtZcV7nmXUK%2FS64W%2B8jI%3D&x-signature-webp=Sb1z9G1eOGIlMTSwV4g4nMqlYnw%3D,Rp799.000,4.7,566store
OPPO A6x 4GB/6GB+64GB/128GB/256GB (Garansi Resmi),,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/ca2013c5ebab48deb5fcc97d4aa7681a~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=DGz82BKRRsnQwKIis4l%2FeCoLe4o%3D&x-signature-webp=aqNGrRQ%2Bv87bKDCSHyiAtVSaVR4%3D,Rp2.299.000,5.0,OPPO Store Indonesia
Vivo HANDPHONE VIVO Y19 8/256GB Dengan Layar 6.53inch Dual Kamera 16MP Baterai 5000mAh,,https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/b0ad83cb18214ffb803e02a347668047~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=%2F0DHz%2BIQvPVrdLgByHH86zxo1wM%3D&x-signature-webp=Zyema1%2BG1zE9JdMpQWPC05lD0mY%3D,Rp1.200.000,5.0,mikostore21
ZTE NUBIA A36 (4+8)GB/64GB 100% ORIGINAL GARANSI RESMI - SMARTPHONE/PONSEL,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/fd4b31cf8d124be1991281fcd841de81~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=jNcL13IP7TDLR7GoknA3mp%2BuDbs%3D&x-signature-webp=GUFs%2FNs3ybQ7z8PoLSiC%2Bplhn2Q%3D,Rp1.624.000,4.9,Mahkota Accessories
realme P3 Lite 4GB+8GB | 128GB NFC (6300 mAh Battery | 120Hz Screen | 50 MP AI Camera | Ultra Slim Design 7.79mm),,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/21e1b0f049514037beec746197cd8210~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=%2Fq126CM1F3PYSfDhQg8a6NXVOVk%3D&x-signature-webp=infYBLBPJcfgbgsFLD9z0ASerXs%3D,Rp2.099.000,4.9,realmeofficialpartner
Infinix Smart 6 2/32 Garansi Resmi,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2021/11/17/668a8ad8-9485-47dc-843d-64d312d4419d.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=f62ADsAK%2B3gFRkQdoTExqhPGytk%3D&x-signature-webp=FhZIZ%2FMkcm9CokmlB3nWzg9UeCw%3D,Rp1.195.000,5.0,Z-Store Mobile Shop
[ umum ] Apple iphone 17 pro max 256 Garansi Resmi Indonesia,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/a78fbf5719b54981a1cea3585a10d7cf~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=ER1Zuqn8v%2Bbs%2FFeSzSrsWvKeSd8%3D&x-signature-webp=CCJFdX12GckZDuK%2FhCjcDjklOEA%3D,Rp31.230.000,4.9,Pusat Grosir Handphone_NEW
Samsung Galaxy A07 4G 4/64GB 4/128GB 6/128GB 8/256GB Helio G99 5000 mAh Garansi Resmi,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/531364ed312c4a2ba90a753ce87fb632~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=%2BDJP72ifGsE9rRw1z8mjRDSK434%3D&x-signature-webp=5OQDiga84HcJF4zbKLw8MICaEcA%3D,Rp1.683.000,4.9,Doran Gadget Official
realme c11 2021 2/32gb garansi resmi,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2021/8/14/60696a4c-1705-4f75-a3b2-d3c7853c8824.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=kQT1uD%2F1%2BI325oFtdUWP%2Bp9uw1w%3D&x-signature-webp=9MnMlWNvKf%2BQLUTwYqyQAkb9AzY%3D,Rp1.300.000,5.0,DHANDPHONE#22
DZL - HP XIAOMI Redmi 15 8/256 8/128 GB NFC Original Garansi Resmi Official Store Handphone Ori,,https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/c2c07d1720a94da595e3efc96dd6da62~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=rsdbYP8cgn0dxFF%2FcbIPgLWqe1c%3D&x-signature-webp=dnviDW41E%2FPtz6TjGX83DDwuBTc%3D,Rp2.699.000,4.9,DZL Official Store
Evercoss M6A 3/16 Ram 3GB Rom 16GB Garansi Resmi,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2024/3/4/e625a77e-dd20-4e36-ad35-8da41d40d1b9.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1779178566&x-signature=C8rXWlCy5C547XxPxz7RHWbTpTo%3D&x-signature-webp=6kIqd8L28KwQuzUOacO%2BV5%2FYqWU%3D,Rp645.000,4.8,Dunia Komunikasi
